125	125	725
1	1	6.000
2	1	-1.000
6	1	-1.000
26	1	-1.000
1	2	-1.000
2	2	6.000
3	2	-1.000
7	2	-1.000
27	2	-1.000
2	3	-1.000
3	3	6.000
4	3	-1.000
8	3	-1.000
28	3	-1.000
3	4	-1.000
4	4	6.000
5	4	-1.000
9	4	-1.000
29	4	-1.000
4	5	-1.000
5	5	6.000
10	5	-1.000
30	5	-1.000
1	6	-1.000
6	6	6.000
7	6	-1.000
11	6	-1.000
31	6	-1.000
2	7	-1.000
6	7	-1.000
7	7	6.000
8	7	-1.000
12	7	-1.000
32	7	-1.000
3	8	-1.000
7	8	-1.000
8	8	6.000
9	8	-1.000
13	8	-1.000
33	8	-1.000
4	9	-1.000
8	9	-1.000
9	9	6.000
10	9	-1.000
14	9	-1.000
34	9	-1.000
5	10	-1.000
9	10	-1.000
10	10	6.000
15	10	-1.000
35	10	-1.000
6	11	-1.000
11	11	6.000
12	11	-1.000
16	11	-1.000
36	11	-1.000
7	12	-1.000
11	12	-1.000
12	12	6.000
13	12	-1.000
17	12	-1.000
37	12	-1.000
8	13	-1.000
12	13	-1.000
13	13	6.000
14	13	-1.000
18	13	-1.000
38	13	-1.000
9	14	-1.000
13	14	-1.000
14	14	6.000
15	14	-1.000
19	14	-1.000
39	14	-1.000
10	15	-1.000
14	15	-1.000
15	15	6.000
20	15	-1.000
40	15	-1.000
11	16	-1.000
16	16	6.000
17	16	-1.000
21	16	-1.000
41	16	-1.000
12	17	-1.000
16	17	-1.000
17	17	6.000
18	17	-1.000
22	17	-1.000
42	17	-1.000
13	18	-1.000
17	18	-1.000
18	18	6.000
19	18	-1.000
23	18	-1.000
43	18	-1.000
14	19	-1.000
18	19	-1.000
19	19	6.000
20	19	-1.000
24	19	-1.000
44	19	-1.000
15	20	-1.000
19	20	-1.000
20	20	6.000
25	20	-1.000
45	20	-1.000
16	21	-1.000
21	21	6.000
22	21	-1.000
46	21	-1.000
17	22	-1.000
21	22	-1.000
22	22	6.000
23	22	-1.000
47	22	-1.000
18	23	-1.000
22	23	-1.000
23	23	6.000
24	23	-1.000
48	23	-1.000
19	24	-1.000
23	24	-1.000
24	24	6.000
25	24	-1.000
49	24	-1.000
20	25	-1.000
24	25	-1.000
25	25	6.000
50	25	-1.000
1	26	-1.000
26	26	6.000
27	26	-1.000
31	26	-1.000
51	26	-1.000
2	27	-1.000
26	27	-1.000
27	27	6.000
28	27	-1.000
32	27	-1.000
52	27	-1.000
3	28	-1.000
27	28	-1.000
28	28	6.000
29	28	-1.000
33	28	-1.000
53	28	-1.000
4	29	-1.000
28	29	-1.000
29	29	6.000
30	29	-1.000
34	29	-1.000
54	29	-1.000
5	30	-1.000
29	30	-1.000
30	30	6.000
35	30	-1.000
55	30	-1.000
6	31	-1.000
26	31	-1.000
31	31	6.000
32	31	-1.000
36	31	-1.000
56	31	-1.000
7	32	-1.000
27	32	-1.000
31	32	-1.000
32	32	6.000
33	32	-1.000
37	32	-1.000
57	32	-1.000
8	33	-1.000
28	33	-1.000
32	33	-1.000
33	33	6.000
34	33	-1.000
38	33	-1.000
58	33	-1.000
9	34	-1.000
29	34	-1.000
33	34	-1.000
34	34	6.000
35	34	-1.000
39	34	-1.000
59	34	-1.000
10	35	-1.000
30	35	-1.000
34	35	-1.000
35	35	6.000
40	35	-1.000
60	35	-1.000
11	36	-1.000
31	36	-1.000
36	36	6.000
37	36	-1.000
41	36	-1.000
61	36	-1.000
12	37	-1.000
32	37	-1.000
36	37	-1.000
37	37	6.000
38	37	-1.000
42	37	-1.000
62	37	-1.000
13	38	-1.000
33	38	-1.000
37	38	-1.000
38	38	6.000
39	38	-1.000
43	38	-1.000
63	38	-1.000
14	39	-1.000
34	39	-1.000
38	39	-1.000
39	39	6.000
40	39	-1.000
44	39	-1.000
64	39	-1.000
15	40	-1.000
35	40	-1.000
39	40	-1.000
40	40	6.000
45	40	-1.000
65	40	-1.000
16	41	-1.000
36	41	-1.000
41	41	6.000
42	41	-1.000
46	41	-1.000
66	41	-1.000
17	42	-1.000
37	42	-1.000
41	42	-1.000
42	42	6.000
43	42	-1.000
47	42	-1.000
67	42	-1.000
18	43	-1.000
38	43	-1.000
42	43	-1.000
43	43	6.000
44	43	-1.000
48	43	-1.000
68	43	-1.000
19	44	-1.000
39	44	-1.000
43	44	-1.000
44	44	6.000
45	44	-1.000
49	44	-1.000
69	44	-1.000
20	45	-1.000
40	45	-1.000
44	45	-1.000
45	45	6.000
50	45	-1.000
70	45	-1.000
21	46	-1.000
41	46	-1.000
46	46	6.000
47	46	-1.000
71	46	-1.000
22	47	-1.000
42	47	-1.000
46	47	-1.000
47	47	6.000
48	47	-1.000
72	47	-1.000
23	48	-1.000
43	48	-1.000
47	48	-1.000
48	48	6.000
49	48	-1.000
73	48	-1.000
24	49	-1.000
44	49	-1.000
48	49	-1.000
49	49	6.000
50	49	-1.000
74	49	-1.000
25	50	-1.000
45	50	-1.000
49	50	-1.000
50	50	6.000
75	50	-1.000
26	51	-1.000
51	51	6.000
52	51	-1.000
56	51	-1.000
76	51	-1.000
27	52	-1.000
51	52	-1.000
52	52	6.000
53	52	-1.000
57	52	-1.000
77	52	-1.000
28	53	-1.000
52	53	-1.000
53	53	6.000
54	53	-1.000
58	53	-1.000
78	53	-1.000
29	54	-1.000
53	54	-1.000
54	54	6.000
55	54	-1.000
59	54	-1.000
79	54	-1.000
30	55	-1.000
54	55	-1.000
55	55	6.000
60	55	-1.000
80	55	-1.000
31	56	-1.000
51	56	-1.000
56	56	6.000
57	56	-1.000
61	56	-1.000
81	56	-1.000
32	57	-1.000
52	57	-1.000
56	57	-1.000
57	57	6.000
58	57	-1.000
62	57	-1.000
82	57	-1.000
33	58	-1.000
53	58	-1.000
57	58	-1.000
58	58	6.000
59	58	-1.000
63	58	-1.000
83	58	-1.000
34	59	-1.000
54	59	-1.000
58	59	-1.000
59	59	6.000
60	59	-1.000
64	59	-1.000
84	59	-1.000
35	60	-1.000
55	60	-1.000
59	60	-1.000
60	60	6.000
65	60	-1.000
85	60	-1.000
36	61	-1.000
56	61	-1.000
61	61	6.000
62	61	-1.000
66	61	-1.000
86	61	-1.000
37	62	-1.000
57	62	-1.000
61	62	-1.000
62	62	6.000
63	62	-1.000
67	62	-1.000
87	62	-1.000
38	63	-1.000
58	63	-1.000
62	63	-1.000
63	63	6.000
64	63	-1.000
68	63	-1.000
88	63	-1.000
39	64	-1.000
59	64	-1.000
63	64	-1.000
64	64	6.000
65	64	-1.000
69	64	-1.000
89	64	-1.000
40	65	-1.000
60	65	-1.000
64	65	-1.000
65	65	6.000
70	65	-1.000
90	65	-1.000
41	66	-1.000
61	66	-1.000
66	66	6.000
67	66	-1.000
71	66	-1.000
91	66	-1.000
42	67	-1.000
62	67	-1.000
66	67	-1.000
67	67	6.000
68	67	-1.000
72	67	-1.000
92	67	-1.000
43	68	-1.000
63	68	-1.000
67	68	-1.000
68	68	6.000
69	68	-1.000
73	68	-1.000
93	68	-1.000
44	69	-1.000
64	69	-1.000
68	69	-1.000
69	69	6.000
70	69	-1.000
74	69	-1.000
94	69	-1.000
45	70	-1.000
65	70	-1.000
69	70	-1.000
70	70	6.000
75	70	-1.000
95	70	-1.000
46	71	-1.000
66	71	-1.000
71	71	6.000
72	71	-1.000
96	71	-1.000
47	72	-1.000
67	72	-1.000
71	72	-1.000
72	72	6.000
73	72	-1.000
97	72	-1.000
48	73	-1.000
68	73	-1.000
72	73	-1.000
73	73	6.000
74	73	-1.000
98	73	-1.000
49	74	-1.000
69	74	-1.000
73	74	-1.000
74	74	6.000
75	74	-1.000
99	74	-1.000
50	75	-1.000
70	75	-1.000
74	75	-1.000
75	75	6.000
100	75	-1.000
51	76	-1.000
76	76	6.000
77	76	-1.000
81	76	-1.000
101	76	-1.000
52	77	-1.000
76	77	-1.000
77	77	6.000
78	77	-1.000
82	77	-1.000
102	77	-1.000
53	78	-1.000
77	78	-1.000
78	78	6.000
79	78	-1.000
83	78	-1.000
103	78	-1.000
54	79	-1.000
78	79	-1.000
79	79	6.000
80	79	-1.000
84	79	-1.000
104	79	-1.000
55	80	-1.000
79	80	-1.000
80	80	6.000
85	80	-1.000
105	80	-1.000
56	81	-1.000
76	81	-1.000
81	81	6.000
82	81	-1.000
86	81	-1.000
106	81	-1.000
57	82	-1.000
77	82	-1.000
81	82	-1.000
82	82	6.000
83	82	-1.000
87	82	-1.000
107	82	-1.000
58	83	-1.000
78	83	-1.000
82	83	-1.000
83	83	6.000
84	83	-1.000
88	83	-1.000
108	83	-1.000
59	84	-1.000
79	84	-1.000
83	84	-1.000
84	84	6.000
85	84	-1.000
89	84	-1.000
109	84	-1.000
60	85	-1.000
80	85	-1.000
84	85	-1.000
85	85	6.000
90	85	-1.000
110	85	-1.000
61	86	-1.000
81	86	-1.000
86	86	6.000
87	86	-1.000
91	86	-1.000
111	86	-1.000
62	87	-1.000
82	87	-1.000
86	87	-1.000
87	87	6.000
88	87	-1.000
92	87	-1.000
112	87	-1.000
63	88	-1.000
83	88	-1.000
87	88	-1.000
88	88	6.000
89	88	-1.000
93	88	-1.000
113	88	-1.000
64	89	-1.000
84	89	-1.000
88	89	-1.000
89	89	6.000
90	89	-1.000
94	89	-1.000
114	89	-1.000
65	90	-1.000
85	90	-1.000
89	90	-1.000
90	90	6.000
95	90	-1.000
115	90	-1.000
66	91	-1.000
86	91	-1.000
91	91	6.000
92	91	-1.000
96	91	-1.000
116	91	-1.000
67	92	-1.000
87	92	-1.000
91	92	-1.000
92	92	6.000
93	92	-1.000
97	92	-1.000
117	92	-1.000
68	93	-1.000
88	93	-1.000
92	93	-1.000
93	93	6.000
94	93	-1.000
98	93	-1.000
118	93	-1.000
69	94	-1.000
89	94	-1.000
93	94	-1.000
94	94	6.000
95	94	-1.000
99	94	-1.000
119	94	-1.000
70	95	-1.000
90	95	-1.000
94	95	-1.000
95	95	6.000
100	95	-1.000
120	95	-1.000
71	96	-1.000
91	96	-1.000
96	96	6.000
97	96	-1.000
121	96	-1.000
72	97	-1.000
92	97	-1.000
96	97	-1.000
97	97	6.000
98	97	-1.000
122	97	-1.000
73	98	-1.000
93	98	-1.000
97	98	-1.000
98	98	6.000
99	98	-1.000
123	98	-1.000
74	99	-1.000
94	99	-1.000
98	99	-1.000
99	99	6.000
100	99	-1.000
124	99	-1.000
75	100	-1.000
95	100	-1.000
99	100	-1.000
100	100	6.000
125	100	-1.000
76	101	-1.000
101	101	6.000
102	101	-1.000
106	101	-1.000
77	102	-1.000
101	102	-1.000
102	102	6.000
103	102	-1.000
107	102	-1.000
78	103	-1.000
102	103	-1.000
103	103	6.000
104	103	-1.000
108	103	-1.000
79	104	-1.000
103	104	-1.000
104	104	6.000
105	104	-1.000
109	104	-1.000
80	105	-1.000
104	105	-1.000
105	105	6.000
110	105	-1.000
81	106	-1.000
101	106	-1.000
106	106	6.000
107	106	-1.000
111	106	-1.000
82	107	-1.000
102	107	-1.000
106	107	-1.000
107	107	6.000
108	107	-1.000
112	107	-1.000
83	108	-1.000
103	108	-1.000
107	108	-1.000
108	108	6.000
109	108	-1.000
113	108	-1.000
84	109	-1.000
104	109	-1.000
108	109	-1.000
109	109	6.000
110	109	-1.000
114	109	-1.000
85	110	-1.000
105	110	-1.000
109	110	-1.000
110	110	6.000
115	110	-1.000
86	111	-1.000
106	111	-1.000
111	111	6.000
112	111	-1.000
116	111	-1.000
87	112	-1.000
107	112	-1.000
111	112	-1.000
112	112	6.000
113	112	-1.000
117	112	-1.000
88	113	-1.000
108	113	-1.000
112	113	-1.000
113	113	6.000
114	113	-1.000
118	113	-1.000
89	114	-1.000
109	114	-1.000
113	114	-1.000
114	114	6.000
115	114	-1.000
119	114	-1.000
90	115	-1.000
110	115	-1.000
114	115	-1.000
115	115	6.000
120	115	-1.000
91	116	-1.000
111	116	-1.000
116	116	6.000
117	116	-1.000
121	116	-1.000
92	117	-1.000
112	117	-1.000
116	117	-1.000
117	117	6.000
118	117	-1.000
122	117	-1.000
93	118	-1.000
113	118	-1.000
117	118	-1.000
118	118	6.000
119	118	-1.000
123	118	-1.000
94	119	-1.000
114	119	-1.000
118	119	-1.000
119	119	6.000
120	119	-1.000
124	119	-1.000
95	120	-1.000
115	120	-1.000
119	120	-1.000
120	120	6.000
125	120	-1.000
96	121	-1.000
116	121	-1.000
121	121	6.000
122	121	-1.000
97	122	-1.000
117	122	-1.000
121	122	-1.000
122	122	6.000
123	122	-1.000
98	123	-1.000
118	123	-1.000
122	123	-1.000
123	123	6.000
124	123	-1.000
99	124	-1.000
119	124	-1.000
123	124	-1.000
124	124	6.000
125	124	-1.000
100	125	-1.000
120	125	-1.000
124	125	-1.000
125	125	6.000
