100	100	945
1	1	0.812
13	1	0.863
24	1	0.665
32	1	0.098
38	1	0.568
39	1	0.107
40	1	0.055
69	1	0.627
74	1	0.486
79	1	0.594
80	1	0.657
81	1	0.795
87	1	0.625
89	1	0.069
91	1	0.608
97	1	0.234
9	2	0.384
13	2	0.381
18	2	0.476
20	2	0.638
24	2	0.684
32	2	0.246
58	2	0.873
81	2	0.099
87	2	0.624
99	2	0.542
11	3	0.557
13	3	0.749
35	3	0.910
51	3	0.457
61	3	0.215
62	3	0.566
72	3	0.444
87	3	0.296
93	3	0.090
7	4	0.296
21	4	0.566
46	4	0.859
47	4	0.022
52	4	0.439
63	4	0.402
65	4	0.631
68	4	0.647
72	4	0.538
78	4	0.333
85	4	0.775
89	4	0.205
8	5	0.076
15	5	0.257
17	5	0.798
54	5	0.468
58	5	0.367
63	5	0.462
4	6	0.830
17	6	0.220
25	6	0.606
26	6	0.554
33	6	0.556
41	6	0.848
73	6	0.061
75	6	0.076
95	6	0.120
98	6	0.621
10	7	0.325
30	7	0.459
40	7	0.638
41	7	0.945
50	7	0.449
61	7	0.346
63	7	0.707
77	7	0.037
81	7	0.952
83	7	0.998
87	7	0.075
89	7	0.724
95	7	0.893
99	7	0.282
5	8	0.194
11	8	0.274
29	8	0.806
41	8	0.377
59	8	0.416
61	8	0.748
62	8	0.054
71	8	0.319
73	8	0.661
76	8	0.133
85	8	0.592
3	9	0.954
18	9	0.785
39	9	0.732
52	9	0.679
55	9	0.678
66	9	0.516
81	9	0.001
85	9	0.376
90	9	0.435
99	9	0.245
3	10	0.209
9	10	0.651
16	10	0.476
26	10	0.230
44	10	0.174
46	10	0.523
50	10	0.653
54	10	0.458
60	10	0.296
67	10	0.173
71	10	0.252
85	10	0.851
28	11	0.967
34	11	0.757
35	11	0.636
38	11	0.188
47	11	0.139
51	11	0.600
71	11	0.200
87	11	0.294
89	11	0.575
90	11	0.558
91	11	0.772
4	12	0.489
9	12	0.817
24	12	0.792
26	12	0.007
44	12	0.118
52	12	0.465
66	12	0.707
68	12	0.324
75	12	0.445
79	12	0.310
87	12	0.235
89	12	0.200
92	12	0.664
7	13	0.930
25	13	0.766
33	13	0.969
40	13	0.424
43	13	0.658
59	13	0.517
82	13	0.009
86	13	0.415
92	13	0.992
1	14	0.815
3	14	0.116
23	14	0.001
36	14	0.164
39	14	0.971
48	14	0.563
51	14	0.843
66	14	0.814
68	14	0.640
77	14	0.003
79	14	0.902
91	14	0.056
1	15	0.089
16	15	0.995
46	15	0.477
52	15	0.953
57	15	0.794
59	15	0.886
68	15	0.880
69	15	0.714
73	15	0.019
83	15	0.132
6	16	0.298
10	16	0.989
20	16	0.091
21	16	0.377
26	16	0.767
43	16	0.159
44	16	0.174
55	16	0.115
63	16	0.401
69	16	0.306
79	16	0.093
88	16	0.315
97	16	0.032
16	17	0.491
40	17	0.906
43	17	0.803
64	17	0.446
75	17	0.166
80	17	0.685
83	17	0.955
85	17	0.226
86	17	0.498
98	17	0.174
58	18	0.236
75	18	0.399
1	19	0.731
17	19	0.858
21	19	0.822
22	19	0.074
37	19	0.180
44	19	0.627
45	19	0.907
63	19	0.014
65	19	0.014
96	19	0.386
4	20	0.761
21	20	0.305
43	20	0.409
75	20	0.921
89	20	0.843
91	20	0.855
28	21	0.067
40	21	0.417
70	21	0.865
